id,sex,employment,married,income,signal1
856,M,employed,1,13230,.72009611
857,F,employed,0,20929,.58639491
858,M,employed,0,5565,0
859,M,employed,1,55888,.64380598
860,M,student,0,0,.033241984
861,F,retired,0,4784,.020676039
862,F,employed,1,9709,.90879953
863,M,employed,1,17586,.52770627
864,M,employed,1,6538,.79413271
865,F,student,0,27074,.97465074
866,F,student,0,0,.12970591
867,M,employed,1,36937,.37955406
868,F,retired,1,4905,.1626112
869,M,student,0,0,.33285296
870,M,retired,0,5336,0
871,M,employed,1,8763,.067298561
872,F,unemployed,1,0,0
873,F,student,0,11039,.96721613
874,F,retired,0,25252,.13792504
875,M,unemployed,1,9767,.012597332
876,M,employed,1,9165,.80062348
877,F,retired,0,23913,.21353647
878,M,employed,1,8760,.90163964
879,M,employed,1,6833,.52330565
880,M,employed,1,16481,.95569772
881,M,student,0,0,.98307776
882,M,employed,1,12549,.66929919
883,M,retired,0,11632,.12354954
884,M,employed,1,57133,.92822212
885,M,employed,1,8242,0
886,M,unemployed,0,0,.36166844
887,M,student,0,4424,.99725699
888,M,employed,1,16655,.87119299
889,F,unemployed,1,11695,.75797051
890,F,retired,1,10314,.27544552
891,F,employed,1,10968,.13524884
892,M,employed,1,14817,0
893,F,employed,0,10730,.27080721
894,M,student,0,0,.73670834
895,M,student,1,10799,.89792269
896,F,employed,1,20223,.88774115
897,M,employed,1,8665,.36819014
898,F,employed,0,18777,.68203396
899,M,retired,1,8850,.072339311
900,M,employed,1,12390,.82767534
901,F,retired,1,9275,.23046286
902,M,employed,1,8043,0
903,M,employed,0,17545,.13687372
904,F,unemployed,0,0,.71402293
905,M,employed,1,21294,.33319247
906,M,retired,1,36720,.36599508
907,M,employed,1,13181,.87380195
908,M,employed,1,7975,.61554301
909,M,retired,1,18902,.31964588
910,F,employed,0,30948,.65311098
911,M,employed,1,73468,0
912,M,employed,0,18454,.20381846
913,F,employed,1,51727,.80289149
914,M,student,0,9080,.90213346
915,F,retired,1,2413,0
916,M,employed,1,7244,.69864362
917,F,employed,1,15124,.037022874
918,F,employed,1,9033,.40784946
919,M,unemployed,1,10310,0
920,M,retired,0,8558,0
921,M,employed,1,6820,.25172848
922,F,employed,1,6339,.70987111
923,F,student,1,0,.50114846
924,M,unemployed,0,0,0
925,F,employed,1,5645,.86791128
926,F,unemployed,1,0,.56293648
927,M,unemployed,1,0,0
928,F,employed,0,10500,.11424391
929,F,employed,0,20074,.14696668
930,F,unemployed,1,12599,0
931,M,unemployed,1,0,0
932,M,employed,1,4967,.41779551
933,F,student,0,0,.93544513
934,M,employed,1,25753,.64317983
935,F,employed,1,6856,0
936,F,student,0,0,.93735552
937,M,employed,1,27560,.082902499
938,F,retired,0,4260,0
939,M,student,0,12620,0
940,F,retired,1,8337,0
941,M,employed,1,13765,.65569067
942,F,unemployed,1,0,.13268951
943,M,employed,1,48605,0
944,F,employed,1,8569,.37138689
945,F,student,0,0,.1742627
946,F,employed,0,59851,.19199544
947,M,employed,1,21761,.90004587
948,F,unemployed,1,27954,.075261138
949,F,employed,1,9797,.22214988
950,M,employed,0,8322,0
951,M,student,0,0,.66823983
952,F,unemployed,1,0,0
953,M,retired,1,45449,.32488239
954,F,employed,1,13084,.34532771
955,M,employed,0,15506,.69535595
956,M,employed,1,33037,.74548745
957,M,employed,1,70551,.64170009
958,M,employed,1,9118,.73817146
959,F,employed,0,44030,.58590555
960,M,student,0,3374,.30126917
961,M,employed,1,9911,0
962,M,employed,1,41349,.46377438
963,M,employed,1,14958,.31144881
964,M,retired,1,7351,.19045278
965,F,student,0,0,.93669164
966,F,employed,1,10019,.88381124
967,F,employed,1,26698,.67391044
968,F,employed,1,10856,.80156851
969,F,employed,0,9296,.50964683
970,M,employed,0,9025,.72753811
971,F,employed,0,22254,.94451284
972,F,student,0,0,.85038471
973,M,retired,1,4357,.11874753
974,M,student,0,0,.9203217
975,F,employed,1,10615,0
976,M,employed,0,28521,.24690995
977,F,employed,0,43794,.33314747
978,F,employed,1,8957,0
979,F,employed,1,6212,0
980,M,unemployed,0,0,0
981,M,employed,1,6310,.60471708
982,F,unemployed,0,0,.77262014
983,M,employed,1,17553,.97122329
984,M,employed,0,48403,0
985,M,employed,0,8646,0
986,M,employed,1,10749,.58022165
987,F,employed,0,5449,.6468448
988,M,retired,0,31514,.2025338
989,F,unemployed,1,0,.19274417
990,F,employed,1,459901,.19885609
991,M,student,0,6797,0
992,F,employed,0,7348,.034326594
993,M,employed,0,5653,.32320595
994,M,employed,0,33853,.89892811
995,M,employed,0,15026,.76527226
996,F,retired,0,7224,0
997,M,employed,1,9618,.37563461
998,M,employed,0,37149,.78345126
999,M,employed,1,19455,.47136506
1000,F,retired,1,5643,0
1001,M,employed,1,22837,.23015629
1002,M,student,0,266400,.52603048
1003,M,employed,0,37924,.34438407
1004,M,employed,0,32794,.5731284
1005,M,unemployed,1,0,.81631041
1006,F,unemployed,0,32354,.20479134
1007,M,employed,0,28112,.5460394
1008,F,employed,0,8500,.52959526
1009,M,student,1,0,.96104711
1010,M,unemployed,0,0,0
1011,M,employed,1,25549,.68886906
1012,F,employed,0,56485,0
1013,F,employed,0,9210,0
1014,F,employed,1,5670,0
1015,M,employed,1,50498,.74779999
1016,M,employed,1,13825,.061096832
1017,F,retired,1,7904,.2578299
1018,M,employed,1,7476,.51106399
1019,M,retired,1,30950,0
1020,F,retired,1,8447,.23837352
1021,M,unemployed,1,25794,.47559199
1022,F,employed,0,13024,.9790712
1023,M,employed,1,50439,0
1024,F,employed,1,5725,.67971683
1025,M,employed,1,17061,.90285861
1026,F,employed,1,4709,.58897775
1027,F,employed,1,4805,.086328529
1028,M,employed,1,9027,.46589896
1029,F,unemployed,1,0,.43572411
1030,M,employed,0,10931,.80072194
1031,F,student,0,0,.88643169
1032,F,employed,1,5589,0
1033,M,employed,1,6556,.63642859
1034,F,employed,0,52866,.08448413
1035,M,student,0,0,.89988244
1036,M,employed,1,12467,.089360721
1037,M,employed,1,16143,.85738087
1038,M,unemployed,1,0,0
1039,M,student,0,0,.72409445
1040,M,employed,0,12987,.63513142
1041,M,employed,1,19922,.33708695
1042,M,employed,0,15619,.78866547
1043,F,unemployed,1,8766,.33732849
1044,M,employed,1,9420,.15354279
1045,F,unemployed,1,0,.072806649
1046,M,employed,1,21609,0
1047,F,employed,0,31608,.87378263
1048,M,employed,1,8243,.03634892
1049,F,retired,1,6657,.28266639
1050,M,employed,0,8543,0
1051,M,employed,0,29244,0
1052,M,employed,1,14734,.93321174
1053,M,unemployed,0,0,.54117316
1054,M,employed,1,7756,0
1055,F,unemployed,1,0,0
1056,M,employed,1,11126,.81717533
1057,F,unemployed,0,0,.3604418
1058,F,retired,1,6038,0
1059,M,employed,1,20829,.037043609
1060,M,employed,1,20671,.10616985
1061,F,employed,0,7369,.61627752
1062,M,employed,1,13744,.79902571
1063,M,student,0,0,.84478647
1064,M,employed,1,7916,.52317584
1065,F,unemployed,1,0,0
1066,F,employed,0,13022,.083561569
1067,M,employed,0,7602,.54988152
1068,F,employed,1,6197,.59556508
1069,M,employed,1,14032,.83523786
1070,F,student,0,10434,.81378084
1071,M,employed,0,6095,.53329736
1072,M,student,0,21222,.78036869
1073,F,employed,1,13365,0
1074,F,employed,1,13147,0
1075,M,employed,1,13497,.64137584
1076,M,employed,1,8941,.39884767
1077,F,unemployed,1,14737,.63314462
1078,M,retired,1,7697,.23387682
1079,F,unemployed,0,8504,.51898193
1080,M,employed,1,7404,0
1081,F,student,0,0,.89793515
1082,M,employed,1,17663,0
1083,F,student,0,0,.55310541
1084,M,employed,1,21612,0
1085,M,employed,1,18567,.42367053
1086,M,employed,1,8854,.66226947
1087,F,unemployed,1,0,0
1088,M,employed,1,12002,.26599774
1089,M,student,0,10307,.76106358
1090,M,unemployed,1,6036,0
1091,M,employed,1,9088,.15824948
1092,F,employed,0,21967,.66974837
1093,F,unemployed,1,0,.71005499
1094,F,employed,0,7356,.76983887
1095,M,retired,1,10938,.045748748
1096,M,employed,0,6202,.78933471
1097,M,student,0,7126,.068986423
1098,M,student,0,9885,.76904827
1099,M,employed,1,13188,0
1100,M,employed,1,8869,.7456997
1101,M,employed,1,6066,.3266677
1102,M,employed,1,7357,.50988352
1103,M,employed,1,64372,0
1104,F,student,0,9070,.99429446
1105,M,employed,1,8058,.59325439
1106,M,employed,1,12858,.78714317
1107,M,employed,1,6246,0
1108,M,employed,1,9589,.76919955
1109,M,student,0,0,.87918568
1110,M,employed,1,12178,.034864165
1111,M,retired,0,11119,.2812503
1112,M,employed,1,17077,.60666388
1113,M,employed,1,22013,.57668036
1114,M,employed,1,9903,0
1115,F,employed,1,11318,.74023217
1116,F,employed,1,7300,.49540552
1117,F,retired,0,12953,0
1118,M,employed,1,7198,.6326136
1119,M,employed,1,49029,.39934343
1120,M,employed,0,13633,.75417054
1121,M,employed,1,7069,0
1122,M,student,0,0,.63190836
1123,M,employed,1,11977,.37561563
1124,M,employed,1,7984,.72435331
1125,M,student,0,0,.71223778
1126,F,employed,1,6156,.60007501
1127,M,employed,1,13864,.40578043
1128,M,employed,0,7800,.37595516
1129,F,student,1,0,.88627613
1130,M,student,0,0,.14786561
1131,F,unemployed,1,7253,0
1132,M,retired,1,2486,.29438838
1133,M,employed,1,22047,.51856649
1134,M,employed,0,7619,.36446339
1135,M,retired,1,15933,0
1136,F,unemployed,0,0,0
1137,M,employed,0,6560,.55565417
1138,M,employed,0,25221,.74846745
1139,M,employed,0,42293,.055812467
1140,F,student,0,0,.84248257
1141,M,student,0,2868,.90736133
1142,F,employed,1,5975,.00087059458
1143,M,student,1,0,.11808895
1144,M,employed,1,23502,.95358664
1145,M,unemployed,1,0,0
1146,M,student,1,7999,.74705607
1147,M,employed,1,32827,.94302803
1148,M,employed,1,12448,.92088795
1149,M,retired,1,6471,.20845012
1150,F,retired,0,3571,0
1151,M,employed,1,195496,.83393699
1152,F,employed,0,38899,0
1153,M,employed,0,9249,.67585421
1154,M,retired,0,81329,.01985978
1155,M,employed,1,34596,.68785042
1156,M,employed,1,7002,.19193682
1157,F,employed,1,13888,.86879635
1158,M,employed,0,11998,.54027653
1159,F,unemployed,1,0,.53770036
1160,M,employed,1,1000000,.53403032
1161,M,employed,1,20372,.56750238
1162,F,employed,0,26630,.94773006
1163,F,employed,1,13768,.69584405
1164,F,unemployed,1,0,.24102975
1165,M,employed,1,26711,0
1166,M,unemployed,0,0,.80560553
1167,M,student,0,15453,.76742923
1168,F,student,0,13686,.9303453
1169,M,employed,0,32739,0
1170,F,employed,0,5565,0
1171,M,employed,0,57693,.23920007
1172,F,retired,1,6672,0
1173,F,retired,0,5251,0
1174,F,employed,1,6585,.55926311
1175,F,retired,0,3597,.29556367
1176,M,employed,0,57998,.72848368
1177,M,employed,0,7001,0
1178,M,employed,0,12037,0
1179,M,employed,1,34997,0
1180,M,employed,0,17012,.7766661
1181,F,unemployed,1,6537,.14800479
1182,M,employed,0,8738,.50831193
1183,M,employed,1,7195,.85238981
1184,F,retired,0,1924,.28883794
1185,F,employed,1,5600,.48672244
1186,M,unemployed,0,15200,.14498882
1187,M,employed,1,47554,0
1188,M,employed,1,39270,.40402141
1189,F,employed,1,9559,.62317926
1190,F,employed,1,20568,.69386208
1191,F,employed,1,11837,.57201833
1192,M,unemployed,1,5556,.19291781
1193,M,employed,1,35779,.88588035
1194,M,employed,0,9637,0
1195,M,employed,1,7666,.6192708
1196,M,employed,0,7061,0
1197,M,employed,1,6232,.75118363
1198,M,unemployed,0,0,.6989916
1199,M,employed,0,9920,.59317631
1200,F,employed,0,24694,0
1201,F,employed,1,8097,.41867962
1202,F,employed,1,9364,0
1203,F,retired,1,4376,.23210359
1204,F,student,0,0,.079063267
1205,F,employed,0,13791,.52791846
1206,F,retired,1,3898,.2177451
1207,M,employed,1,8995,.76530915
1208,M,employed,0,6415,.52489084
1209,F,employed,0,9855,0
1210,F,employed,0,7484,.063539527
1211,F,employed,1,14800,.91525668
1212,F,employed,1,5289,.1798501
1213,M,employed,0,77637,.85119259
1214,F,student,0,0,.024455052
1215,M,unemployed,1,6985,.55064261
1216,F,unemployed,1,5265,.779724
1217,M,employed,1,10751,.61968577
1218,M,employed,1,8189,.87593591
1219,M,employed,0,14581,.25195658
1220,M,employed,1,17998,.7892071
1221,M,student,0,19019,0
1222,M,employed,1,6886,0
1223,F,employed,1,8315,.62876499
1224,F,employed,1,4876,.66670817
1225,M,unemployed,0,15123,0
1226,F,retired,1,5871,.16848281
1227,M,employed,1,8201,0
1228,M,employed,0,5146,.97955501
1229,M,unemployed,0,0,.82401288
1230,M,employed,0,8857,.77306128
1231,F,retired,1,12351,.23559287
1232,M,retired,0,20473,.38571349
1233,F,employed,1,207488,.67302006
1234,M,employed,0,14164,0
1235,M,employed,1,8099,.71998948
1236,F,employed,0,12041,.39469382
1237,M,student,0,0,.96485424
1238,M,employed,1,15871,.55273026
1239,M,student,0,5987,.011913427
1240,M,employed,0,5704,.63872582
1241,M,student,0,156996,.63206261
1242,F,student,0,0,.38411742
1243,F,employed,1,5197,.2846894
1244,F,employed,1,9052,.3538661
1245,M,unemployed,1,0,.44334695
1246,F,employed,1,11285,.78599346
1247,F,unemployed,1,0,.39351583
1248,F,unemployed,1,0,0
1249,M,employed,1,5595,.59394604
1250,F,employed,1,14062,.62131822
1251,F,employed,1,5671,0
1252,M,student,0,0,.62103879
1253,M,unemployed,1,0,0
1254,F,employed,1,16432,.29193813
1255,M,unemployed,1,0,0
1256,M,student,0,4052,.81417161
1257,M,unemployed,1,0,.58421886
1258,F,retired,1,6140,.35023636
1259,F,employed,1,4463,.57581222
1260,F,employed,0,8975,.57091618
1261,M,retired,1,4319,0
1262,M,employed,1,8092,0
1263,M,student,0,0,.30397633
1264,M,employed,1,14392,.51779556
1265,F,employed,0,9640,.68295109
1266,M,employed,1,11633,.22452284
1267,M,employed,1,40395,.68013269
1268,M,employed,1,10053,.41373193
1269,F,student,0,0,.79216355
1270,M,employed,0,20159,.29803142
1271,F,employed,1,16619,0
1272,M,employed,0,12499,.81714875
1273,M,employed,1,7334,.73084557
1274,M,student,0,3885,.83835459
1275,F,retired,0,3459,0
1276,M,employed,0,17251,0
1277,M,employed,1,16120,.52370095
1278,M,student,0,0,.11589789
1279,F,employed,1,6734,.31414628
1280,M,student,0,11305,.58987653
1281,M,student,0,64239,.43472943
1282,M,employed,1,66246,.37672967
1283,F,employed,0,9530,.57627517
1284,M,employed,1,10233,.46409845
1285,M,employed,1,85856,.41036487
1286,M,employed,1,16053,.29123262
1287,F,employed,1,28744,.71184099
1288,F,employed,1,5190,0
1289,F,unemployed,1,0,.5707972
1290,M,retired,1,3344,.19596729
1291,M,unemployed,1,13203,.37331983
1292,M,employed,1,9723,.78572184
1293,M,employed,1,27446,.63076305
1294,F,retired,1,13966,.30118793
1295,F,employed,0,17901,.21310264
1296,M,retired,1,3243,0
1297,M,employed,1,17885,0
1298,F,unemployed,1,0,.56766826
1299,F,employed,0,35548,.87464976
1300,M,employed,1,9038,.5054723
1301,M,student,0,4176,.99294418
1302,F,employed,1,4907,.72875166
1303,M,employed,1,17846,0
1304,F,retired,1,6693,.2808798
1305,M,unemployed,0,0,.10796531
1306,M,unemployed,1,33920,.6845277
1307,M,unemployed,1,0,.64261633
1308,F,employed,1,17495,.0190982
1309,M,employed,0,10526,.51146859
1310,M,student,0,0,.85680443
1311,M,unemployed,0,16867,.99817443
1312,M,employed,1,35546,.81942403
1313,F,unemployed,0,24999,.88174933
1314,M,employed,0,6905,0
1315,M,employed,1,12533,.6942088
1316,F,retired,0,24442,.20071022
1317,M,retired,1,6155,0
1318,M,retired,1,5106,.23244853
1319,F,retired,0,5693,.17609447
1320,M,student,0,0,.92110658
1321,F,unemployed,0,26714,.51743484
1322,M,employed,0,6757,.51585114
1323,M,employed,1,14671,.33293384
1324,M,unemployed,1,0,.43658647
1325,F,employed,1,7740,.65963542
1326,F,unemployed,1,0,.073241711
1327,M,employed,1,27526,.25165066
1328,M,employed,1,29910,.11655805
1329,M,employed,1,6336,.9978193
1330,M,employed,1,7215,.64068902
1331,F,student,0,31688,.99546641
1332,F,employed,1,80409,.5833925
1333,M,unemployed,0,0,.96542948
1334,F,employed,1,8529,0
1335,F,employed,1,5629,.76728636
1336,M,employed,1,14067,.33176619
1337,M,employed,1,5439,.77468753
1338,M,retired,0,199793,0
1339,F,employed,1,52194,0
1340,M,student,0,0,.72555602
1341,F,employed,1,10087,.63539934
1342,F,unemployed,1,19633,.67355031
1343,F,employed,0,8579,0
1344,M,employed,0,101409,0
1345,M,employed,1,29791,.62784153
1346,F,student,0,6109,.90888721
1347,F,unemployed,1,0,0
1348,F,employed,1,5504,.68881887
1349,M,employed,1,6317,.54592705
1350,M,student,0,0,.86187929
1351,F,employed,1,18317,.56290656
1352,F,employed,1,8765,.1862099
1353,F,student,0,0,.72046721
1354,F,employed,0,8707,.74458379
1355,M,retired,1,13984,.21616268
1356,F,employed,0,7486,.14463609
1357,M,student,0,0,.20813984
1358,M,unemployed,1,7498,.2395865
1359,M,unemployed,1,0,0
1360,M,unemployed,0,0,.5681237
1361,M,student,0,0,.89499086
1362,F,student,0,0,.19977391
1363,M,unemployed,1,0,.63362414
1364,M,employed,1,9156,.56832731
1365,M,employed,0,7963,0
1366,F,student,0,2865,.063167751
1367,M,employed,1,26125,.0051156841
1368,F,employed,1,8546,.80833095
1369,F,student,0,5576,.73230231
1370,F,unemployed,1,12127,.5944674
1371,F,unemployed,1,11655,.87897533
1372,M,employed,1,7371,.34522474
1373,M,employed,1,18437,0
1374,M,employed,0,22631,.4765712
1375,F,unemployed,1,13707,.44788733
1376,M,student,0,0,0
1377,M,employed,1,15426,.75507319
1378,F,retired,0,38269,.30732635
1379,F,employed,1,223994,.086393096
1380,M,student,0,14434,.028084446
1381,F,retired,1,10751,0
1382,F,student,0,42574,.74094701
1383,M,employed,0,9123,.65487111
1384,M,employed,1,5124,.71005136
1385,F,employed,1,57087,.52825731
1386,M,unemployed,0,10287,.68114221
1387,F,employed,1,5652,.73457736
1388,M,retired,0,20591,.015670074
1389,M,employed,1,10303,.40692353
1390,M,employed,1,7595,.86678147
1391,F,employed,1,5405,.025599124
1392,M,student,0,0,.82986611
1393,M,employed,0,10416,.86876673
1394,F,employed,1,6468,.54140705
1395,M,employed,0,18911,.50011235
1396,M,employed,0,20364,.52163351
1397,M,retired,1,10021,.31879407
1398,F,employed,1,11357,.76110345
1399,F,retired,0,4340,.027240599
1400,M,employed,1,15351,0
1401,M,employed,1,8548,.1172236
1402,F,employed,1,6473,.57649344
1403,M,student,0,0,.47074965
1404,M,employed,0,21347,.48737186
1405,M,employed,1,10628,.10498749
1406,M,employed,0,10064,.72906959
1407,M,employed,1,10378,.75666201
1408,F,unemployed,1,0,.86870927
1409,F,unemployed,1,6319,.10388529
1410,F,student,0,0,.11031371
1411,M,unemployed,0,9103,0
1412,M,unemployed,0,15142,.6399911
1413,F,employed,1,19187,.53146982
1414,M,retired,1,5817,.20420572
1415,F,employed,0,10405,.54166996
1416,M,unemployed,1,17583,0
1417,M,employed,1,16808,.78906631
1418,F,unemployed,0,19898,.71519715
1419,F,unemployed,1,31355,.78988397
1420,M,retired,0,6926,.21025665
1421,F,unemployed,1,24697,.54351443
1422,M,unemployed,1,9931,.13120922
1423,F,employed,0,10356,.070554376
1424,M,employed,1,23737,.86458689
1425,M,employed,1,44399,.67018014
1426,M,employed,1,9571,.70041019
