sex,employment,married,income,signal1,signal2,signal3,default,PD1,PD2,PD3
M,retired,0,8519,0.0,0.20392759,0.038526781,1,0.060801726,0.073038004,0.0974034
F,employed,1,9015,0.24449602,0.99992043,0.0037236761,0,0.122801155,0.08320038,0.10770406
F,unemployed,1,15772,0.81710917,0.36693785,0.5062235,0,0.028807169,0.04971741,0.037967857
M,retired,1,3326,0.0,0.0018866906,0.012129176,0,0.14088915,0.14949097,0.22388603
M,employed,1,34570,0.15827107,0.61998534,0.69928104,0,0.030873926,0.012167683,0.016463889
F,employed,1,10464,0.18287739,0.55847597,0.42529655,0,0.13479261,0.0806361,0.10157078
F,employed,1,4484,0.70379049,0.0,0.83413059,0,0.13168979,0.16847566,0.12089673
M,employed,0,13619,0.52102113,0.0,0.91524303,0,0.05462551,0.060060978,0.033897664
M,employed,1,47184,0.78393054,0.67116529,0.73775697,0,0.0049984623,0.003822682,0.0068529397
M,employed,1,35720,0.65238404,0.27380514,0.18846734,0,0.01470465,0.02813813,0.029678417
M,employed,1,8266,0.0,0.0,0.77340853,0,0.1201976,0.1183266,0.07562014
M,retired,0,61401,0.0,0.24437387,0.0,0,0.004363557,0.0029493594,0.0035554962
F,unemployed,1,0,0.59821582,0.82073951,0.0,0,0.2207647,0.17717034,0.24182822
M,student,0,0,0.86727762,0.88527095,0.25533092,0,0.12708257,0.13574187,0.22169161
M,employed,1,28673,0.73870707,0.50554341,0.62047225,0,0.016815571,0.026479261,0.019478
F,student,0,0,0.68586731,0.86025679,0.90704411,0,0.16323848,0.13340412,0.12728262
M,employed,1,26527,0.059699845,0.67704344,0.62333739,0,0.045088258,0.017000578,0.020787245
M,employed,1,36746,0.96590555,0.86272103,0.055295937,0,0.011489115,0.009968076,0.029840572
F,employed,1,12360,0.60170412,0.0,0.0,0,0.056484584,0.07252607,0.08293801
M,employed,1,36715,0.0,0.96772999,0.58716661,0,0.02043572,0.009484822,0.018035343
F,employed,1,25136,0.84223419,0.0,0.0,0,0.017220402,0.024508469,0.02626691
M,student,1,5059,0.9785589,0.80480492,0.1642969,0,0.078396596,0.10347921,0.19264902
F,student,0,0,0.97702688,0.86092603,0.56512457,0,0.11655645,0.13340412,0.18844458
F,unemployed,1,11203,0.55833346,0.0,0.83444303,0,0.066434324,0.07006103,0.040371377
M,unemployed,1,7813,0.50807637,0.0,0.0,0,0.11264461,0.10825566,0.11114583
F,employed,1,8608,0.45038757,0.0,0.0,0,0.12216848,0.11194777,0.11345701
M,employed,0,12405,0.84465736,0.61279047,0.0,0,0.056503657,0.061218295,0.0865383
M,employed,1,6006,0.59863836,0.32683858,0.0,0,0.13821505,0.19623892,0.18516037
F,employed,0,15459,0.34943163,0.13490997,0.80125308,0,0.068219595,0.08336655,0.040543742
F,student,0,11704,0.83190608,0.83219212,0.30318213,0,0.02658853,0.025095003,0.042759977
F,employed,1,16329,0.71805555,0.0,0.51092625,0,0.034891322,0.049664184,0.043480806
F,retired,1,105166,0.0,0.37577289,0.0,0,0.0022950287,0.001135709,0.0016664878
F,employed,0,6320,0.0,0.00013716395,0.95109057,0,0.1801893,0.17294271,0.12132552
M,retired,1,6908,0.0,0.0,0.064227499,0,0.09235324,0.096645705,0.13581765
M,employed,1,52530,0.0,0.52895266,0.21543223,0,0.0065744286,0.00434089,0.00725888
M,employed,1,5389,0.81825852,0.90851855,0.0,0,0.12528703,0.11381196,0.18003358
F,unemployed,1,27838,0.80230564,0.0,0.92195314,0,0.012593384,0.019340884,0.009886547
F,employed,0,12210,0.57076478,0.12491587,0.60419881,0,0.07018728,0.116996616,0.053432167
M,employed,1,27575,0.83764243,0.40404078,0.0,0,0.01875262,0.037480813,0.03200872
F,student,0,0,0.07687217,0.30075502,0.91268092,1,0.3073833,0.223707,0.1262371
M,retired,1,4797,0.25039542,0.044549756,0.15287609,1,0.1112314,0.17043276,0.13987808
M,employed,0,9805,0.0,0.59606844,0.22971132,0,0.114248656,0.089654125,0.14476465
M,employed,1,8281,0.058395728,0.5568893,0.0,0,0.19478172,0.09892971,0.12291626
M,employed,1,15591,0.0,0.0,0.23400152,1,0.056482114,0.05705944,0.0740478
M,employed,1,7434,0.0,0.23093596,0.0,0,0.13715914,0.16970378,0.14705396
M,employed,0,110710,0.5226317,0.13675439,0.74757904,0,0.0020064607,0.0032200639,0.001853653
F,student,0,0,0.86003238,0.9998759,0.96887946,0,0.12888789,0.09938323,0.12118094
M,employed,1,79920,0.81356853,0.78221834,0.35452574,0,0.0012527723,0.001043042,0.002239719
F,employed,0,41539,0.12550052,0.51227444,0.0,1,0.029553127,0.01587698,0.015015015
M,employed,0,6097,0.65073985,0.22963966,0.62818736,0,0.13820024,0.21704175,0.12742986
F,employed,1,5184,0.28969324,0.98866147,0.09020894,0,0.18757258,0.08896728,0.26125637
M,student,1,3897,0.079625264,0.48511273,0.34163794,0,0.2588797,0.1806527,0.16639182
M,student,0,0,0.98023146,0.88797647,0.74635947,0,0.115932494,0.13574187,0.1609556
F,employed,0,10372,0.0,0.84048498,0.052963715,0,0.1062419,0.06495909,0.1727167
M,employed,1,7980,0.51481986,0.0,0.60739923,0,0.123476036,0.1304334,0.09154159
F,retired,1,6829,0.23699136,0.22330809,0.072644964,0,0.087178186,0.08294185,0.12652116
M,employed,1,45049,0.22583584,0.24098036,0.68892831,0,0.01778537,0.016289223,0.011258428
M,employed,1,16578,0.81507176,0.58791673,0.41565081,0,0.03716296,0.03951692,0.050872497
F,unemployed,0,0,0.55280584,0.74476343,0.62266266,0,0.25492942,0.21071231,0.22437418
F,employed,0,6766,0.40053827,0.0,0.11586861,0,0.19208236,0.17697392,0.28275216
F,student,0,0,0.87632751,0.78963703,0.90522772,0,0.12888789,0.14949934,0.12728262
M,employed,1,1000000,0.54214054,0.18322513,0.11666524,0,0.0011504403,0.0023891712,0.0026597702
M,unemployed,1,7566,0.0,0.33199987,0.55953491,1,0.12568837,0.14269423,0.11172598
F,employed,1,26036,0.17428805,0.89703465,0.57979822,0,0.037408028,0.017859265,0.02211287
F,employed,0,33557,0.41594338,0.14938672,0.79664648,0,0.027456153,0.036943473,0.021210762
F,student,0,0,0.79909909,0.98750252,0.82200849,0,0.16005938,0.10266559,0.14500697
M,employed,0,10699,0.16899005,0.65011668,0.26341611,0,0.14854597,0.073632896,0.12660944
M,employed,0,16242,0.51866525,0.96966386,0.53340715,0,0.04928319,0.032152437,0.048514895
M,employed,1,9292,0.59380913,0.0,0.86200637,0,0.08124055,0.10893653,0.060163055
M,retired,1,4490,0.28516823,0.17610379,0.12955458,0,0.10399175,0.13544077,0.15006405
M,employed,1,14512,0.54632783,0.60348558,0.57134527,0,0.050180115,0.043870904,0.04698474
F,employed,0,12504,0.8469013,0.0,0.17246102,0,0.055902176,0.07737974,0.11255525
F,employed,0,77949,0.84180832,0.36422646,0.61442816,0,0.0014359258,0.0022573867,0.0017975218
F,unemployed,1,0,0.066312358,0.0,0.084347613,1,0.39177456,0.24950142,0.37350383
F,employed,1,15479,0.81670505,0.51438802,0.30302402,0,0.039845955,0.052214026,0.063942075
M,employed,0,31069,0.7677871,0.52124077,0.52879167,0,0.018981842,0.029205753,0.02385861
M,employed,1,19683,0.0,0.45390376,0.43810013,0,0.038159885,0.041871563,0.035318438
M,employed,0,6590,0.030842002,0.0,0.063174903,1,0.28384635,0.17292485,0.27798218
M,employed,0,19515,0.62661821,0.53643882,0.90052688,0,0.031964663,0.036921587,0.023307936
M,employed,1,6576,0.92486602,0.60201842,0.0032472727,0,0.09749392,0.14321226,0.1794759
M,retired,0,25174,0.0,0.046317041,0.24214455,0,0.015764417,0.024247808,0.016079351
M,employed,1,118890,0.0,0.6032337,0.88279969,0,0.0026641632,0.0010824079,0.0020659724
F,employed,1,6957,0.83145612,0.0,0.0,0,0.10174826,0.14146414,0.15198506
F,employed,1,4892,0.0,0.38199365,0.94848037,0,0.16515,0.18708336,0.109019086
F,employed,1,5777,0.54156983,0.78066707,0.0,0,0.14897712,0.12273116,0.17594954
M,unemployed,0,6679,0.53507632,0.48832256,0.0,0,0.16599986,0.17688037,0.17545031
M,retired,0,3862,0.12784454,0.20210704,0.058496803,0,0.19418354,0.15862034,0.20678711
M,student,0,16634,0.2996068,0.9091211,0.54815596,0,0.03328979,0.02003652,0.027105795
F,employed,1,25440,0.6398778,0.24706274,0.70294285,0,0.02194768,0.031161848,0.019303726
F,retired,0,5850,0.29232746,0.0,0.0,0,0.09245067,0.10913187,0.117862
F,unemployed,0,26862,0.18306443,0.16419809,0.0,0,0.031196686,0.030412795,0.019060606
F,retired,1,4650,0.0,0.15127917,0.0,0,0.09897941,0.12400645,0.108943686
M,student,0,20739,0.0209741,0.19021669,0.0,0,0.029587142,0.025603093,0.019039603
M,retired,0,40251,0.30067468,0.0,0.013719241,0,0.009186347,0.011073137,0.014829636
F,retired,0,5034,0.0,0.26224029,0.32755783,0,0.10443876,0.10313486,0.07888258
M,employed,0,91831,0.15011562,0.0,0.80249548,0,0.0039775805,0.0029027327,0.001930689
M,employed,1,15449,0.6221323,0.8972159,0.035948474,0,0.044037033,0.035197668,0.09254117
F,employed,1,23009,0.80451971,0.50059205,0.033854432,0,0.021105554,0.029213378,0.043697804
F,employed,1,29305,0.88674194,0.80871415,0.71108043,0,0.01702561,0.013474676,0.01987266
F,employed,1,10910,0.49320495,0.13982418,0.90455598,0,0.086159945,0.12377782,0.049844224
F,employed,1,7845,0.62174428,0.75755101,0.82121962,0,0.093957685,0.094636984,0.08012936
M,employed,1,14523,0.71644431,0.945171,0.80420744,0,0.041663725,0.030975334,0.03981343
F,employed,1,7115,0.0,0.0,0.0,0,0.13900213,0.13855296,0.14817262
F,student,1,4936,0.38306558,0.99390841,0.41141388,0,0.14463484,0.06804358,0.1277705
M,unemployed,1,0,0.18691833,0.5164662,0.89408201,0,0.35643247,0.2611567,0.15591365
M,employed,1,22139,0.7916559,0.57474869,0.5885939,0,0.021393836,0.022975363,0.023081478
M,employed,1,8456,0.81002438,0.38193232,0.0,0,0.07731835,0.13226578,0.12030377
F,employed,0,149134,0.93122411,0.23925875,0.0,0,0.0012355549,0.0022364405,0.0018596391
M,employed,0,7567,0.64075089,0.91883075,0.60381073,0,0.12025109,0.097363785,0.105594225
M,employed,1,21729,0.55329317,0.0,0.76277322,0,0.024590414,0.030850153,0.022847677
F,retired,1,6676,0.30221152,0.3146022,0.0,0,0.080839984,0.07692529,0.10510644
M,student,0,0,0.039958749,0.93833315,0.9548018,0,0.31038582,0.11782886,0.1327419
M,employed,1,14089,0.13577788,0.18820241,0.28949782,0,0.08044887,0.07621935,0.068143204
M,retired,1,5221,0.23563667,0.2092272,0.046487089,0,0.11247545,0.11339394,0.16621298
F,retired,0,9377,0.23113617,0.0,0.070476241,0,0.061046083,0.061478034,0.08645237
F,retired,1,9149,0.16007939,0.32865053,0.0,0,0.07241201,0.04052783,0.058277216
F,student,0,12411,0.8828882,0.98240703,0.98619467,0,0.025932418,0.025107885,0.019773979
F,employed,1,5001,0.62309098,0.35433239,0.70655745,0,0.14012183,0.18562736,0.12010244
M,student,0,0,0.85311043,0.84050554,0.18983218,0,0.12708257,0.12910274,0.25443965
F,employed,0,203153,0.50803691,0.76458031,0.15589397,0,0.0017651594,0.0011194956,0.002651077
M,employed,1,8680,0.60223985,0.056373037,0.4130002,0,0.08806765,0.19094959,0.12466226
F,student,0,0,0.067645386,0.95858574,0.900056,1,0.3050726,0.11335959,0.12728262
F,unemployed,1,0,0.78949988,0.11303803,0.14517784,0,0.18752062,0.3280097,0.3649387
M,employed,1,13809,0.0,0.70677012,0.0,0,0.056395512,0.03230603,0.05917345
M,employed,1,13423,0.0,0.63592708,0.0,0,0.06002526,0.04095639,0.063746236
F,retired,1,830,0.10749032,0.0,0.31422886,0,0.23358633,0.17990458,0.1334649
F,student,0,55957,0.0,0.23008212,0.74259126,0,0.004887242,0.0049461788,0.004238491
F,employed,1,4947,0.58880424,0.52637929,0.45326453,1,0.13607828,0.16228005,0.15908217
M,unemployed,1,0,0.0,0.7373004,0.61188602,0,0.25720546,0.2044874,0.22478034
M,employed,0,25781,0.74739975,0.8066569,0.52646714,0,0.0190006,0.01669198,0.023682864
M,employed,0,14149,0.5828284,0.52013505,0.040725306,0,0.04559616,0.057525445,0.094234645
M,employed,1,18710,0.0,0.75135362,0.38015249,0,0.045643955,0.027823824,0.046646923
M,employed,0,26567,0.86733973,0.87254477,0.046016216,0,0.02021824,0.01867554,0.046131957
F,student,0,0,0.42180952,0.79657102,0.86004871,0,0.21773908,0.1496847,0.14431645
F,retired,0,6029,0.0,0.29235241,0.092827544,0,0.10594985,0.10096016,0.1623383
F,employed,1,54281,0.58163381,0.0,0.52735889,0,0.003804881,0.0071391547,0.0050800033
M,student,0,0,0.82990772,0.059009582,0.0,0,0.16097866,0.29933965,0.19037929
M,student,0,24050,0.98667848,0.87759531,0.87262911,0,0.012173129,0.010829114,0.009372146
F,student,0,0,0.71613169,0.49510685,0.91892833,0,0.16216654,0.21860509,0.12998003
M,employed,0,15575,0.53979415,0.68276548,0.64322096,0,0.050817523,0.036210395,0.039529268
M,employed,0,9149,0.82570279,0.54809344,0.0,0,0.07644703,0.096923545,0.1209844
M,student,0,0,0.66329497,0.54626757,0.59605676,0,0.16036372,0.201476,0.18449141
F,employed,1,62784,0.36427951,0.098262332,0.65182269,0,0.0049327514,0.012928953,0.0050839377
M,employed,1,23684,0.095445611,0.80265075,0.6405521,0,0.03649049,0.015006795,0.01795875
F,employed,1,11838,0.20669906,0.37433586,0.63641173,0,0.0910803,0.09046067,0.046241604
F,employed,1,8004,0.79140323,0.012483221,0.0,0,0.077888995,0.19668747,0.12485556
F,unemployed,1,10942,0.0,0.46781889,0.55421931,0,0.068269216,0.073307805,0.062410615
F,employed,0,7205,0.0,0.74496943,0.0,0,0.1475716,0.114393786,0.1564644
F,retired,1,4320,0.13662389,0.21866754,0.39999145,0,0.16306135,0.121486485,0.13581422
M,employed,0,7957,0.57530844,0.66702831,0.17167468,1,0.104392186,0.10260075,0.19674091
F,unemployed,1,0,0.64884281,0.54692781,0.54304719,0,0.20434949,0.2447134,0.22698022
M,employed,1,11561,0.40642196,0.0,0.76633614,0,0.08771578,0.08124564,0.052588463
F,employed,1,85924,0.3709192,0.0,0.58830166,0,0.0018997497,0.0029751796,0.0018564493
F,employed,1,5268,0.95580626,0.0,0.0,0,0.099043004,0.16115062,0.17581098
F,unemployed,0,0,0.0,0.58780622,0.50807279,0,0.25919312,0.23626405,0.25989118
M,employed,1,26547,0.69774508,0.9909969,0.0,0,0.019114772,0.03125672,0.02900283
F,employed,1,6694,0.0,0.30204594,0.83782184,0,0.15879154,0.18237525,0.10742996
M,employed,1,17800,0.0,0.0,0.16572632,0,0.05325908,0.05194923,0.07472475
M,employed,1,18091,0.89175242,0.54493833,0.0,0,0.030333031,0.035922516,0.04581895
M,employed,1,5566,0.24966516,0.39748529,0.065457992,0,0.19427073,0.18741253,0.26427984
F,employed,0,10685,0.60652292,0.46438473,0.0,0,0.078441516,0.10968968,0.10936465
M,employed,0,11813,0.34582287,0.28670344,0.0,0,0.0932956,0.10330102,0.08787036
M,employed,0,27166,0.0,0.33309034,0.70507026,0,0.032476116,0.039323263,0.02255828
M,unemployed,0,0,0.0,0.035397395,0.0,1,0.25269312,0.3874237,0.24368985
F,unemployed,1,0,0.0,0.020882772,0.47350657,0,0.2549786,0.38002363,0.26615602
F,employed,1,6481,0.0,0.53688127,0.0,0,0.15446424,0.15193567,0.16595419
M,employed,1,30741,0.81721473,0.71405584,0.77999443,0,0.01791988,0.013108964,0.019076765
M,employed,1,10280,0.0,0.97508931,0.62446231,1,0.099328116,0.049854286,0.063722864
M,student,0,0,0.72019613,0.60062391,0.91548198,0,0.15930706,0.2036679,0.12282472
F,student,1,14028,0.91116393,0.85833979,0.0,0,0.02217852,0.020493617,0.031536248
M,employed,1,14810,0.82688016,0.5641585,0.42415419,0,0.041600358,0.04771756,0.059543133
M,employed,1,6084,0.26900706,0.0,0.0,1,0.19328888,0.16529222,0.18440412
M,retired,1,5369,0.31995463,0.18828231,0.22561733,1,0.09261707,0.12265203,0.09523798
F,unemployed,1,5455,0.0,0.36693281,0.0,0,0.17461377,0.19707985,0.17620426
F,student,0,0,0.84256977,0.17944461,0.77280617,0,0.12679216,0.24847317,0.16587889
M,unemployed,1,11166,0.0,0.16526055,0.2393214,0,0.06860055,0.09953372,0.09741781
F,student,0,49001,0.0,0.77611327,0.94575918,0,0.0052103563,0.0028307068,0.003902287
M,employed,1,10849,0.94272518,0.69120187,0.41019437,0,0.05026441,0.054001108,0.09470785
F,unemployed,1,36165,0.57549876,0.68187517,0.16558497,0,0.01067023,0.0077041364,0.01855591
F,employed,1,262275,0.64553893,0.92514718,0.59436387,0,0.0011448506,0.0010538739,0.0017171
F,unemployed,0,10731,0.61931342,0.0,0.89162821,0,0.05222969,0.06981832,0.037696823
M,employed,1,6338,0.85372657,0.0,0.0,0,0.10219453,0.16451728,0.18033074
F,employed,1,6837,0.0,0.53843349,0.64173651,0,0.1429457,0.13245173,0.09727504
F,unemployed,1,0,0.41521624,0.89293206,0.0,0,0.26966107,0.17516941,0.24182822
M,student,0,0,0.89938927,0.74258554,0.42231667,0,0.13617973,0.17128064,0.1977115
M,employed,1,38047,0.31202319,0.55112028,0.43444747,0,0.020648994,0.011479609,0.02004896
F,student,0,0,0.75022501,0.88109922,0.047962878,0,0.16322367,0.14055575,0.29988167
F,employed,1,10228,0.0081186118,0.73639417,0.12245627,0,0.15700014,0.07111509,0.15382563
F,retired,1,4484,0.20691998,0.30516547,0.31411341,0,0.11658295,0.09566503,0.07950418
M,student,0,0,0.40742862,0.58548206,0.27263168,0,0.21988706,0.19671798,0.22169161
M,employed,1,32589,0.0,0.0,0.021223439,0,0.029084757,0.027867112,0.041430827
M,student,0,0,0.93181974,0.69387895,0.78648692,0,0.110668994,0.17926578,0.15941226
F,employed,0,23856,0.4729383,0.35871971,0.0,0,0.024593519,0.032882318,0.028204534
M,student,0,6397,0.36126798,0.10303061,0.78072125,0,0.15297137,0.16168214,0.10719221
F,employed,1,14201,0.0,0.11574752,0.0,0,0.05296609,0.0755939,0.05679961
F,retired,1,5271,0.0,0.0,0.28603858,0,0.099788666,0.10434391,0.07906491
M,employed,0,12422,0.54077804,0.79475856,0.80870318,0,0.07209337,0.047175378,0.046399374
M,employed,1,9152,0.51347893,0.19591121,0.0,0,0.10190301,0.14880013,0.11141142
F,unemployed,0,7079,0.0,0.0,0.72845918,1,0.13515711,0.13287108,0.10324096
M,employed,1,11403,0.0,0.62836814,0.68606955,0,0.0859574,0.057187084,0.055169083
M,employed,0,5960,0.57481438,0.7388401,0.55608207,0,0.14635831,0.1512519,0.160537
F,unemployed,0,0,0.58642441,0.74154323,0.21215424,1,0.22902039,0.21071231,0.31474677
M,employed,1,34382,0.13985999,0.0,0.0,0,0.03081179,0.022356478,0.019728947
M,employed,0,7388,0.2563552,0.55245328,0.58640105,0,0.16997269,0.12720653,0.11349877
F,employed,1,9004,0.52119082,0.80945855,0.76946342,0,0.10017615,0.06953144,0.07733142
M,employed,0,13044,0.56787544,0.16637458,0.36655101,1,0.06351755,0.10229928,0.07499862
F,student,0,0,0.88643968,0.99221957,0.95565599,0,0.12913042,0.09543719,0.13551775
M,unemployed,1,11345,0.73095042,0.49261811,0.796345,0,0.042495158,0.06420596,0.042102426
F,student,0,0,0.0,0.0,0.48112386,1,0.18315956,0.18545634,0.19152099
F,retired,1,4756,0.0,0.0,0.0,0,0.09897941,0.10374523,0.108943686
F,student,0,0,0.75879478,0.7790522,0.93923444,0,0.16407324,0.15305182,0.13245115
F,unemployed,1,0,0.61068922,0.84508818,0.90678394,0,0.20774417,0.16211689,0.15738411
M,employed,1,13041,0.0,0.50437212,0.45988351,0,0.06667046,0.0616718,0.06933586
F,employed,0,6826,0.7574876,0.86830956,0.56515157,0,0.11271763,0.11636228,0.1383197
F,employed,1,18021,0.83993906,0.79897588,0.201157,0,0.034065645,0.028940756,0.06547161
M,employed,0,15042,0.61363798,0.35346392,0.23377053,0,0.04890011,0.07576223,0.07998789
M,employed,1,30042,0.0,0.030673437,0.31589746,0,0.026988596,0.042724088,0.028899197
M,retired,1,23489,0.20881939,0.0,0.0,0,0.016526503,0.01639591,0.016159352
F,student,0,14643,0.88695425,0.47282058,0.89854169,0,0.024541471,0.03593285,0.02117712
M,employed,1,7690,0.29305285,0.2902022,0.46895942,0,0.15080701,0.15635233,0.13035259
M,employed,1,15087,0.0,0.0,0.52671552,0,0.058229733,0.058667995,0.050810926
M,employed,0,31163,0.63338107,0.094602168,0.62360847,0,0.022569349,0.045569222,0.021416185
M,employed,0,12021,0.60426098,0.68308896,0.0,0,0.06356029,0.04759893,0.08787036
M,unemployed,1,6504,0.0,0.6043359,0.57736027,0,0.17291795,0.14988834,0.14401336
M,unemployed,1,0,0.0,0.60448098,0.0,0,0.25720546,0.23840652,0.2459389
M,employed,1,7134,0.51929635,0.58170432,0.25010666,0,0.133572,0.12168614,0.16969231
F,employed,1,11771,0.51423711,0.0,0.0,0,0.07059915,0.07584733,0.07813018
F,employed,1,10753,0.50898033,0.33485076,0.64920491,0,0.08145603,0.10090245,0.058044493
M,student,0,0,0.91344368,0.53181404,0.070812024,0,0.13111138,0.20898739,0.28146756
M,employed,1,15428,0.56789404,0.52065295,0.26195797,0,0.048756268,0.05392809,0.07131883
M,employed,0,7847,0.034022748,0.43296498,0.60279393,1,0.22384918,0.152072,0.097000994
F,employed,1,10453,0.76060599,0.17062122,0.5774852,0,0.06310254,0.13668065,0.07530024
M,employed,1,9215,0.7996605,0.65133899,0.92640251,0,0.0726997,0.076634884,0.058068823
M,employed,1,14247,0.57688165,0.5933069,0.062350336,0,0.042837463,0.04220555,0.08674484
F,employed,1,32802,0.039064195,0.25176057,0.14837544,1,0.042360276,0.032600164,0.035019297
M,retired,1,8795,0.33245638,0.26549539,0.0,0,0.057508048,0.059519906,0.07112229
M,employed,1,7789,0.86088467,0.58362848,0.71455729,0,0.07829246,0.10431509,0.089758344
M,unemployed,1,0,0.10331076,0.84685141,0.0,1,0.3914544,0.16039082,0.2459389
M,employed,1,20936,0.71800959,0.87185019,0.85484231,0,0.022224152,0.02209525,0.018487686
M,employed,1,19060,0.0,0.62786883,0.53495926,0,0.039937086,0.026512705,0.03374858
M,retired,1,12762,0.0,0.33358389,0.29291406,0,0.039490014,0.03244002,0.033069637
M,employed,1,10768,0.63079643,0.59524363,0.0,0,0.06639249,0.066480055,0.09162148
F,employed,1,10877,0.41196787,0.0,0.59446239,0,0.09272211,0.08679137,0.06803744
F,unemployed,0,0,0.0,0.0,0.57908392,0,0.25919312,0.25198126,0.22583286
M,employed,1,54086,0.0,0.0,0.60249817,0,0.0065744286,0.0072886916,0.004968257
M,student,0,0,0.72379726,0.82188177,0.16745207,0,0.15930706,0.14200877,0.26512176
F,unemployed,1,6526,0.0,0.0,0.58075482,0,0.16706468,0.15921114,0.1406004
M,employed,0,65057,0.0,0.20300961,0.0,0,0.0057791695,0.0059404527,0.0041071433
